Date,Price,Open,High,Low,Volume,Chg%
20-Aug-15,65.433,65.097,65.7,65.061,0,0.50%
19-Aug-15,65.109,65.409,65.45,65.061,0,-0.53%
18-Aug-15,65.454,65.444,65.5,65.3,0,0.03%
17-Aug-15,65.436,65.097,65.461,65.07,0,0.47%
14-Aug-15,65.129,65.234,65.38,64.96,0,-0.11%
13-Aug-15,65.203,64.855,65.34,64.63,0,0.54%
12-Aug-15,64.855,64.354,64.96,64.28,0,0.81%
11-Aug-15,64.332,63.773,64.392,63.751,0,0.88%
10-Aug-15,63.773,63.744,63.92,63.707,0,0.05%
7-Aug-15,63.739,63.722,63.97,63.701,0,0.03%
6-Aug-15,63.722,63.692,63.83,63.65,0,0.05%
5-Aug-15,63.692,63.798,63.94,63.65,0,-0.17%
4-Aug-15,63.798,64.178,64.178,63.68,0,-0.59%
3-Aug-15,64.177,63.996,64.19,63.93,0,0.30%
31-Jul-15,63.988,64.152,64.22,63.864,0,-0.23%
30-Jul-15,64.138,63.826,64.16,63.82,0,0.50%
29-Jul-15,63.821,63.8,63.95,63.767,0,0.03%
28-Jul-15,63.799,64.232,64.243,63.74,0,-0.63%
27-Jul-15,64.202,64.16,64.27,64,0,0.15%
24-Jul-15,64.106,63.922,64.18,63.826,0,0.29%
23-Jul-15,63.921,63.57,63.93,63.57,0,0.55%
22-Jul-15,63.571,63.567,63.68,63.49,0,-0.02%
21-Jul-15,63.583,63.6,63.76,63.537,0,-0.03%
20-Jul-15,63.6,63.483,63.75,63.47,0,0.17%
17-Jul-15,63.492,63.487,63.54,63.375,0,0.05%
16-Jul-15,63.463,63.508,63.564,63.42,0,-0.07%
15-Jul-15,63.507,63.278,63.61,63.278,0,0.36%
14-Jul-15,63.281,63.45,63.6,63.265,0,-0.27%
13-Jul-15,63.45,63.359,63.6,63.315,0,0.15%
10-Jul-15,63.358,63.318,63.49,63.308,0,0.06%
9-Jul-15,63.318,63.456,63.59,63.29,0,-0.22%
8-Jul-15,63.459,63.476,63.66,63.453,0,-0.03%
7-Jul-15,63.476,63.263,63.582,63.26,0,0.34%
6-Jul-15,63.264,63.427,63.64,63.254,0,-0.23%
3-Jul-15,63.411,63.297,63.5,63.297,0,0.18%
2-Jul-15,63.299,63.553,63.68,63.296,0,-0.39%
1-Jul-15,63.55,63.609,63.712,63.53,0,-0.08%
30-Jun-15,63.604,63.707,63.81,63.55,0,-0.16%
29-Jun-15,63.707,63.523,63.95,63.45,0,0.40%
26-Jun-15,63.452,63.528,63.67,63.45,0,-0.10%
25-Jun-15,63.518,63.548,63.65,63.489,0,-0.01%
24-Jun-15,63.526,63.59,63.71,63.487,0,-0.13%
23-Jun-15,63.607,63.532,63.695,63.499,0,0.13%
22-Jun-15,63.523,63.532,63.59,63.44,0,0.04%
19-Jun-15,63.5,63.579,63.87,63.42,0,-0.12%
18-Jun-15,63.577,63.905,63.95,63.566,0,-0.68%
17-Jun-15,64.011,64.166,64.28,63.989,0,-0.24%
16-Jun-15,64.166,64.081,64.33,63.996,0,0.13%
15-Jun-15,64.085,64.1,64.2,64,0,-0.02%
12-Jun-15,64.1,63.985,64.2,63.9,0,0.22%
11-Jun-15,63.959,63.782,64.03,63.75,0,0.30%
10-Jun-15,63.766,64.039,64.071,63.76,0,-0.38%
9-Jun-15,64.01,63.963,64.09,63.85,0,0.10%
8-Jun-15,63.947,64.111,64.18,63.925,0,0.28%
5-Jun-15,63.77,63.963,64.035,63.75,0,-0.30%
4-Jun-15,63.964,63.996,64.27,63.916,0,-0.05%
3-Jun-15,63.997,63.699,64.08,63.669,0,0.48%
2-Jun-15,63.689,63.61,63.97,63.59,0,0.15%
1-Jun-15,63.594,63.733,63.841,63.53,0,-0.23%
29-May-15,63.743,63.79,63.946,63.68,0,-0.03%
28-May-15,63.763,63.823,64,63.745,0,-0.10%
27-May-15,63.826,63.983,64.17,63.82,0,-0.23%
26-May-15,63.972,63.493,64.02,63.49,0,0.75%
25-May-15,63.496,63.511,63.68,63.49,0,0.01%
22-May-15,63.49,63.578,63.681,63.43,0,-0.14%
21-May-15,63.58,63.612,63.75,63.51,0,-0.03%
20-May-15,63.598,63.781,63.9,63.555,0,-0.26%
19-May-15,63.763,63.725,63.85,63.52,0,0.09%
18-May-15,63.708,63.442,63.75,63.425,0,0.42%
15-May-15,63.44,63.403,63.662,63.347,0,0.09%
14-May-15,63.383,64.014,64.063,63.379,0,-0.98%
13-May-15,64.013,64.146,64.281,63.845,0,-0.21%
12-May-15,64.147,64.007,64.39,63.998,0,0.22%
11-May-15,64.007,63.705,64.022,63.705,0,0.46%
8-May-15,63.711,64.071,64.23,63.657,0,-0.56%
7-May-15,64.073,63.635,64.29,63.623,0,0.71%
6-May-15,63.621,63.376,63.685,63.31,0,0.40%
5-May-15,63.369,63.562,63.62,63.315,0,-0.23%
4-May-15,63.516,63.692,63.693,63.516,0,-0.32%
1-May-15,63.719,63.531,63.72,63.5,0,0.30%
30-Apr-15,63.529,63.44,63.74,63.398,0,0.11%
29-Apr-15,63.46,63.049,63.502,63.04,0,0.65%
28-Apr-15,63.053,63.334,63.47,63.027,0,-0.46%
27-Apr-15,63.346,63.747,63.78,63.346,0,-0.50%
24-Apr-15,63.662,63.283,63.683,63.215,0,0.61%
23-Apr-15,63.277,62.968,63.43,62.895,0,0.47%
22-Apr-15,62.98,62.881,63.02,62.725,0,0.20%
21-Apr-15,62.854,63.14,63.165,62.75,0,-0.45%
20-Apr-15,63.137,62.554,63.167,62.5,0,0.94%
17-Apr-15,62.55,62.317,62.55,62.305,0,0.37%
16-Apr-15,62.317,62.353,62.407,62.245,0,-0.07%
15-Apr-15,62.36,62.294,62.46,62.264,0,0.15%
14-Apr-15,62.268,62.413,62.422,62.21,0,-0.22%
13-Apr-15,62.407,62.184,62.575,62.18,0,0.21%
10-Apr-15,62.276,62.301,62.43,62.209,0,-0.05%
9-Apr-15,62.306,62.201,62.337,62.15,0,0.18%
8-Apr-15,62.192,62.301,62.372,62.139,0,-0.17%
7-Apr-15,62.296,62.206,62.425,62.195,0,0.14%
6-Apr-15,62.207,61.93,62.24,61.93,0,0.40%
3-Apr-15,61.96,62.078,62.14,61.936,0,-0.17%
2-Apr-15,62.067,62.163,62.24,62.046,0,-0.12%
1-Apr-15,62.142,62.291,62.402,62.135,0,-0.24%
31-Mar-15,62.291,62.514,62.68,62.276,0,-0.35%
30-Mar-15,62.51,62.534,62.7,62.438,0,-0.02%
27-Mar-15,62.523,62.84,62.851,62.395,0,-0.50%
26-Mar-15,62.836,62.43,62.843,62.43,0,0.68%
25-Mar-15,62.412,62.344,62.454,62.262,0,0.10%
24-Mar-15,62.348,62.21,62.421,62.14,0,0.19%
23-Mar-15,62.23,62.415,62.415,62.23,0,-0.29%
20-Mar-15,62.41,62.525,62.595,62.41,0,-0.13%
19-Mar-15,62.49,62.39,62.685,62.37,0,-0.34%
18-Mar-15,62.701,62.651,62.79,62.62,0,0.12%
17-Mar-15,62.623,62.778,62.85,62.608,0,-0.25%
16-Mar-15,62.78,63.087,63.138,62.763,0,-0.48%
13-Mar-15,63.083,62.559,63.126,62.433,0,0.87%
12-Mar-15,62.542,62.777,62.796,62.408,0,-0.38%
11-Mar-15,62.781,62.723,62.88,62.7,0,0.10%
10-Mar-15,62.72,62.641,62.836,62.563,0,0.14%
9-Mar-15,62.634,62.475,62.8,62.4,0,0.28%
6-Mar-15,62.46,62.393,62.463,62.3,0,0.13%
5-Mar-15,62.381,62.309,62.43,62.16,0,0.12%
4-Mar-15,62.309,61.819,62.391,61.659,0,0.79%
3-Mar-15,61.819,61.862,61.972,61.772,0,-0.07%
2-Mar-15,61.862,61.713,62,61.675,0,0.33%
27-Feb-15,61.659,61.744,61.92,61.658,0,-0.12%
26-Feb-15,61.731,61.871,62,61.675,0,-0.21%
25-Feb-15,61.862,62.09,62.113,61.84,0,-0.50%
24-Feb-15,62.17,62.172,62.36,62.07,0,0.01%
23-Feb-15,62.163,62.27,62.33,62.117,0,0.09%
20-Feb-15,62.109,62.14,62.29,62.108,0,-0.05%
19-Feb-15,62.138,62.064,62.17,62.03,0,0.13%
18-Feb-15,62.057,62.157,62.361,62.005,0,-0.16%
17-Feb-15,62.157,62.105,62.27,62.07,0,0.08%
16-Feb-15,62.105,62.114,62.25,62.07,0,0.05%
13-Feb-15,62.076,62.14,62.224,62.02,0,-0.12%
12-Feb-15,62.15,62.382,62.54,62.028,0,-0.37%
11-Feb-15,62.382,62.327,62.433,62.12,0,0.09%
10-Feb-15,62.327,62.161,62.374,61.93,0,0.29%
9-Feb-15,62.149,62.058,62.22,61.95,0,0.29%
6-Feb-15,61.97,61.703,62.025,61.665,0,0.42%
5-Feb-15,61.709,61.842,61.95,61.678,0,-0.22%
4-Feb-15,61.842,61.596,61.91,61.565,0,0.40%
3-Feb-15,61.596,61.721,61.85,61.565,0,-0.20%
2-Feb-15,61.719,62.005,62.085,61.645,0,-0.49%
30-Jan-15,62.02,61.807,62.035,61.71,0,0.35%
29-Jan-15,61.801,61.44,61.981,61.43,0,0.72%
28-Jan-15,61.358,61.515,61.54,61.27,0,-0.08%
27-Jan-15,61.41,61.48,61.525,61.355,0,-0.11%
26-Jan-15,61.48,61.515,61.52,61.475,0,0.07%
23-Jan-15,61.44,61.45,61.615,61.373,0,-0.27%
22-Jan-15,61.605,61.635,61.77,61.505,0,0.07%
21-Jan-15,61.56,61.73,61.73,61.54,0,-0.15%
20-Jan-15,61.655,61.825,61.905,61.645,0,0.02%
19-Jan-15,61.645,61.655,61.812,61.605,0,-0.36%
16-Jan-15,61.87,62.085,62.21,61.795,0,-0.31%
15-Jan-15,62.065,61.885,62.105,61.485,0,-0.05%
14-Jan-15,62.095,62.085,62.235,62.06,0,0.19%
13-Jan-15,61.98,62.1,62.195,61.97,0,-0.15%
12-Jan-15,62.075,62.355,62.355,62.065,0,-0.45%
9-Jan-15,62.355,62.5,62.52,62.3,0,-0.51%
8-Jan-15,62.675,63.205,63.205,62.595,0,-0.96%
7-Jan-15,63.28,63.52,63.565,63.17,0,-0.46%
6-Jan-15,63.575,63.375,63.625,63.315,0,0.36%
5-Jan-15,63.345,63.435,63.495,63.285,0,0.09%
2-Jan-15,63.285,63.445,63.502,63.255,0,-0.11%
1-Jan-15,63.355,63.175,63.455,63.175,0,0.51%
31-Dec-14,63.035,63.315,63.39,63.035,0,-0.55%
30-Dec-14,63.385,63.725,63.795,63.355,0,-0.45%
29-Dec-14,63.67,63.665,63.715,63.625,0,0.17%
26-Dec-14,63.562,63.455,63.69,63.455,0,0.07%
25-Dec-14,63.52,63.52,63.52,63.52,0,0.00%
24-Dec-14,63.52,63.435,63.565,63.375,0,0.13%
23-Dec-14,63.44,63.31,63.51,63.25,0,0.33%
22-Dec-14,63.23,63.255,63.33,63.145,0,-0.02%
19-Dec-14,63.245,63.055,63.34,62.99,0,0.40%
18-Dec-14,62.99,63.36,63.4,62.985,0,-0.84%
17-Dec-14,63.525,63.53,63.89,63.45,0,-0.21%
16-Dec-14,63.66,62.915,63.66,62.815,0,0.77%
15-Dec-14,63.175,62.21,63.175,62.21,0,1.04%
12-Dec-14,62.525,62.26,62.535,62.21,0,0.07%
11-Dec-14,62.48,62.05,62.48,62.01,0,0.59%
10-Dec-14,62.115,61.81,62.115,61.77,0,0.38%
9-Dec-14,61.88,61.89,61.955,61.835,0,0.09%
8-Dec-14,61.825,61.98,62.01,61.825,0,-0.15%
5-Dec-14,61.918,61.845,61.918,61.78,0,0.21%
4-Dec-14,61.79,61.945,61.965,61.79,0,-0.12%
3-Dec-14,61.863,61.885,61.97,61.815,0,0.11%
2-Dec-14,61.795,61.905,62.02,61.795,0,-0.26%
1-Dec-14,61.955,62.06,62.24,61.955,0,-0.41%
28-Nov-14,62.21,61.815,62.25,61.765,0,0.57%
27-Nov-14,61.86,61.74,61.938,61.74,0,0.11%
26-Nov-14,61.795,61.865,61.913,61.785,0,-0.11%
25-Nov-14,61.865,61.915,62.045,61.85,0,0.01%
24-Nov-14,61.86,61.7,61.975,61.66,0,0.15%
21-Nov-14,61.767,61.845,61.905,61.745,0,-0.26%
20-Nov-14,61.93,62.04,62.23,61.89,0,-0.02%
19-Nov-14,61.945,61.845,62.008,61.795,0,0.36%
18-Nov-14,61.725,61.735,61.885,61.705,0,-0.17%
17-Nov-14,61.83,61.63,61.83,61.63,0,0.19%
14-Nov-14,61.715,61.63,61.86,61.56,0,0.19%
13-Nov-14,61.6,61.49,61.635,61.49,0,0.37%
12-Nov-14,61.375,61.535,61.57,61.375,0,-0.23%
11-Nov-14,61.515,61.57,61.65,61.515,0,0.05%
10-Nov-14,61.485,61.465,61.57,61.39,0,-0.06%
7-Nov-14,61.52,61.44,61.7,61.44,0,0.03%
6-Nov-14,61.5,61.44,61.515,61.425,0,0.11%
5-Nov-14,61.435,61.34,61.545,61.3,0,0.07%
4-Nov-14,61.395,61.365,61.415,61.31,0,-0.04%
3-Nov-14,61.42,61.51,61.51,61.325,0,0.02%
31-Oct-14,61.405,61.365,61.615,61.3,0,-0.06%
30-Oct-14,61.44,61.29,61.555,61.29,0,0.24%
29-Oct-14,61.29,61.265,61.375,61.22,0,0.17%
28-Oct-14,61.188,61.255,61.425,61.162,0,-0.19%
27-Oct-14,61.305,61.185,61.375,61.185,0,0.22%
24-Oct-14,61.17,61.17,61.17,61.17,0,0.00%
23-Oct-14,61.17,61.16,61.21,61.1,0,-0.05%
22-Oct-14,61.2,61.095,61.315,61.015,0,0.08%
21-Oct-14,61.15,61.315,61.377,61.12,0,-0.14%
20-Oct-14,61.235,61.315,61.385,61.185,0,-0.21%
17-Oct-14,61.365,61.765,61.765,61.36,0,-0.77%
16-Oct-14,61.84,61.485,61.94,61.435,0,0.75%
15-Oct-14,61.38,61.31,61.41,61.25,0,-0.03%
14-Oct-14,61.4,60.945,61.48,60.935,0,0.64%
13-Oct-14,61.01,61.285,61.315,61.01,0,-0.45%
10-Oct-14,61.285,61.165,61.365,61.125,0,0.38%
9-Oct-14,61.055,61.145,61.145,60.91,0,-0.50%
8-Oct-14,61.36,61.47,61.525,61.31,0,0.09%
7-Oct-14,61.305,61.465,61.485,61.28,0,-0.39%
6-Oct-14,61.545,61.545,61.545,61.545,0,0.00%
3-Oct-14,61.545,61.545,61.545,61.545,0,0.00%
2-Oct-14,61.545,61.72,61.72,61.545,0,-0.29%
1-Oct-14,61.725,61.835,61.965,61.593,0,-0.35%
30-Sep-14,61.94,61.615,61.94,61.565,0,0.62%
29-Sep-14,61.56,61.155,61.62,61.155,0,0.68%
26-Sep-14,61.145,61.345,61.625,61.015,0,-0.31%
25-Sep-14,61.335,60.965,61.42,60.925,0,0.64%
24-Sep-14,60.945,61.045,61.065,60.905,0,-0.18%
23-Sep-14,61.055,60.955,61.055,60.875,0,0.18%
22-Sep-14,60.945,60.795,60.945,60.755,0,0.14%
19-Sep-14,60.86,60.78,60.9,60.73,0,0.20%
18-Sep-14,60.74,61.115,61.22,60.74,0,-0.29%
17-Sep-14,60.915,60.985,61.043,60.83,0,-0.24%
16-Sep-14,61.06,61.025,61.165,61.007,0,-0.07%
15-Sep-14,61.105,60.655,61.175,60.655,0,0.74%
12-Sep-14,60.655,60.975,61.025,60.645,0,-0.45%
11-Sep-14,60.93,60.845,60.945,60.72,0,0.00%
10-Sep-14,60.93,60.78,61.045,60.76,0,0.54%
9-Sep-14,60.605,60.435,60.673,60.405,0,0.55%
8-Sep-14,60.275,60.305,60.325,60.212,0,-0.20%
5-Sep-14,60.395,60.445,60.505,60.38,0,0.06%
4-Sep-14,60.36,60.465,60.49,60.355,0,-0.21%
3-Sep-14,60.49,60.605,60.695,60.335,0,-0.32%
2-Sep-14,60.685,60.585,60.695,60.495,0,0.26%
1-Sep-14,60.53,60.51,60.535,60.425,0,0.02%
29-Aug-14,60.52,60.51,60.55,60.47,0,0.03%
28-Aug-14,60.5,60.405,60.698,60.365,0,0.07%
27-Aug-14,60.455,60.485,60.515,60.35,0,0.03%
26-Aug-14,60.435,60.505,60.58,60.435,0,-0.22%
25-Aug-14,60.57,60.555,60.58,60.405,0,0.17%
22-Aug-14,60.47,60.495,60.56,60.365,0,-0.34%
21-Aug-14,60.675,60.695,60.8,60.615,0,0.10%
20-Aug-14,60.615,60.845,60.885,60.52,0,-0.10%
19-Aug-14,60.675,60.775,60.785,60.645,0,-0.17%
18-Aug-14,60.78,60.78,60.78,60.78,0,0.00%
15-Aug-14,60.78,60.82,60.85,60.78,0,0.02%
14-Aug-14,60.765,61.105,61.12,60.765,0,-0.54%
13-Aug-14,61.095,61.095,61.315,61.095,0,0.02%
12-Aug-14,61.085,61.125,61.225,61.075,0,-0.15%
11-Aug-14,61.175,61.085,61.265,61.025,0,0.05%
8-Aug-14,61.145,61.245,61.745,61.135,0,-0.16%
7-Aug-14,61.245,61.405,61.555,61.215,0,-0.41%
6-Aug-14,61.5,61.035,61.525,61.025,0,1.07%
5-Aug-14,60.85,60.885,61.005,60.695,0,-0.16%
4-Aug-14,60.945,61.205,61.205,60.875,0,-0.44%
1-Aug-14,61.215,60.755,61.225,60.7,0,1.09%
31-Jul-14,60.555,60.245,60.565,60.205,0,0.82%
30-Jul-14,60.065,60.245,60.245,60.052,0,-0.11%
29-Jul-14,60.13,60.125,60.14,60.1,0,0.07%
28-Jul-14,60.09,60.055,60.17,60.055,0,0.05%
25-Jul-14,60.06,60.055,60.195,60.01,0,-0.11%
24-Jul-14,60.125,59.965,60.165,59.935,0,0.17%
23-Jul-14,60.02,60.145,60.21,59.96,0,-0.14%
22-Jul-14,60.105,60.265,60.305,60.1,0,-0.23%
21-Jul-14,60.245,60.285,60.34,60.165,0,-0.07%
18-Jul-14,60.285,60.385,60.455,60.245,0,0.17%
17-Jul-14,60.185,60.025,60.2,60.025,0,0.10%
16-Jul-14,60.125,60.235,60.275,60.09,0,0.00%
15-Jul-14,60.125,60.045,60.25,60.005,0,0.00%
14-Jul-14,60.125,59.97,60.215,59.915,0,0.05%
11-Jul-14,60.095,60.115,60.315,59.925,0,-0.17%
10-Jul-14,60.195,59.685,60.225,59.575,0,0.72%
9-Jul-14,59.765,59.755,59.95,59.685,0,0.02%
8-Jul-14,59.755,59.955,60.005,59.665,0,-0.33%
7-Jul-14,59.955,59.815,60.06,59.735,0,0.39%
4-Jul-14,59.725,59.745,59.83,59.645,0,-0.03%
3-Jul-14,59.74,59.675,59.85,59.53,0,0.08%
2-Jul-14,59.692,60.035,60.095,59.59,0,-0.61%
1-Jul-14,60.06,60.085,60.2,60.06,0,0.00%
30-Jun-14,60.06,60.045,60.28,60.005,0,0.02%
27-Jun-14,60.045,60.21,60.21,60.045,0,-0.27%
26-Jun-14,60.21,60.035,60.26,60.035,0,0.21%
25-Jun-14,60.085,60.255,60.4,60.085,0,-0.12%
24-Jun-14,60.16,60.09,60.175,60.08,0,0.00%
23-Jun-14,60.16,60.065,60.305,60.015,0,-0.02%
20-Jun-14,60.175,60.235,60.345,60.135,0,0.13%
19-Jun-14,60.095,60.225,60.225,59.855,0,-0.34%
18-Jun-14,60.3,60.215,60.545,60.065,0,-0.05%
17-Jun-14,60.33,60.115,60.525,60.035,0,0.24%
16-Jun-14,60.185,59.715,60.24,59.715,0,0.80%
13-Jun-14,59.71,59.31,59.81,59.3,0,0.70%
12-Jun-14,59.295,59.235,59.375,59.1,0,-0.08%
11-Jun-14,59.34,59.33,59.37,59.23,0,0.21%
10-Jun-14,59.215,59.135,59.35,59.135,0,0.02%
9-Jun-14,59.205,59.105,59.21,58.975,0,0.05%
6-Jun-14,59.175,59.165,59.315,59.105,0,-0.14%
5-Jun-14,59.26,59.28,59.37,59.195,0,-0.03%
4-Jun-14,59.28,59.435,59.465,59.215,0,-0.10%
3-Jun-14,59.34,59.08,59.432,59.08,0,0.31%
2-Jun-14,59.155,59.105,59.275,59.065,0,-0.07%
30-May-14,59.195,59.045,59.195,58.94,0,0.47%
29-May-14,58.92,58.935,59.085,58.795,0,-0.04%
28-May-14,58.945,58.955,59.22,58.815,0,-0.17%
27-May-14,59.045,58.715,59.097,58.655,0,0.56%
26-May-14,58.715,58.445,58.925,58.41,0,0.32%
23-May-14,58.525,58.465,58.555,58.33,0,0.41%
22-May-14,58.285,58.615,58.7,58.265,0,-0.70%
21-May-14,58.695,58.705,58.875,58.635,0,0.18%
20-May-14,58.59,58.595,58.825,58.525,0,0.37%
19-May-14,58.375,58.565,58.615,58.375,0,-0.36%
16-May-14,58.585,59.365,59.365,58.585,0,-1.48%
15-May-14,59.465,59.415,59.615,59.1,0,-0.03%
14-May-14,59.485,59.405,59.515,59.39,0,0.03%
13-May-14,59.465,59.965,59.965,59.46,0,-0.98%
12-May-14,60.055,59.905,60.115,59.513,0,0.15%
9-May-14,59.965,60.065,60.1,59.87,0,0.11%
8-May-14,59.9,59.965,60.1,59.88,0,-0.21%
7-May-14,60.025,60.055,60.155,59.965,0,0.07%
6-May-14,59.985,60.075,60.245,59.975,0,-0.42%
5-May-14,60.24,60.09,60.25,60.008,0,0.09%
2-May-14,60.185,60.235,60.285,60.105,0,-0.14%
1-May-14,60.27,60.27,60.27,60.27,0,-0.12%
30-Apr-14,60.345,60.355,60.415,60.225,0,-0.13%
29-Apr-14,60.425,60.615,60.635,60.315,0,-0.37%
28-Apr-14,60.65,60.605,60.74,60.433,0,0.01%
25-Apr-14,60.645,61.055,61.15,60.543,0,-0.76%
24-Apr-14,61.11,61.01,61.14,61.01,0,0.02%
23-Apr-14,61.095,60.885,61.195,60.865,0,0.54%
22-Apr-14,60.765,60.675,60.885,60.635,0,0.28%
21-Apr-14,60.595,60.265,60.615,60.265,0,0.50%
18-Apr-14,60.295,60.295,60.295,60.235,0,0.00%
17-Apr-14,60.295,60.295,60.505,60.27,0,-0.13%
16-Apr-14,60.375,60.305,60.425,60.185,0,0.23%
15-Apr-14,60.235,60.355,60.355,60.205,0,-0.03%
14-Apr-14,60.255,60.255,60.255,60.255,0,0.12%
11-Apr-14,60.18,60.325,60.345,60.14,0,0.17%
10-Apr-14,60.075,60.045,60.295,60.035,0,-0.12%
9-Apr-14,60.145,59.975,60.155,59.825,0,0.09%
8-Apr-14,60.09,60.13,60.15,60.03,0,-0.04%
7-Apr-14,60.115,59.905,60.25,59.765,0,0.05%
4-Apr-14,60.085,60.355,60.398,60.075,0,-0.14%
3-Apr-14,60.17,59.955,60.3,59.835,0,0.44%
2-Apr-14,59.905,59.815,59.915,59.575,0,-0.18%
1-Apr-14,60.015,59.935,60.045,59.935,0,0.00%
31-Mar-14,60.015,59.91,60.02,59.91,0,0.21%
28-Mar-14,59.89,60.19,60.19,59.69,0,-0.59%
27-Mar-14,60.245,60.245,60.355,60.125,0,0.17%
26-Mar-14,60.145,60.305,60.305,60.065,0,-0.56%
25-Mar-14,60.485,60.605,60.605,60.435,0,-0.49%
24-Mar-14,60.78,60.855,60.855,60.645,0,-0.20%
21-Mar-14,60.9,61.195,61.205,60.9,0,-0.72%
20-Mar-14,61.34,61.39,61.39,61.07,0,0.60%
19-Mar-14,60.975,61.085,61.185,60.925,0,-0.23%
18-Mar-14,61.115,61.035,61.215,60.875,0,0.04%
17-Mar-14,61.09,61.13,61.13,61.07,0,-0.19%
14-Mar-14,61.205,61.415,61.555,61.055,0,0.05%
13-Mar-14,61.175,61.025,61.185,60.915,0,-0.07%
12-Mar-14,61.22,60.945,61.295,60.945,0,0.45%
11-Mar-14,60.945,60.885,60.975,60.605,0,0.16%
10-Mar-14,60.845,61.255,61.335,60.79,0,-0.39%
7-Mar-14,61.085,61.015,61.175,60.945,0,-0.05%
6-Mar-14,61.115,61.535,61.535,61.105,0,-1.04%
5-Mar-14,61.755,61.905,61.91,61.65,0,-0.24%
4-Mar-14,61.905,62.135,62.155,61.835,0,-0.23%
3-Mar-14,62.045,61.955,62.09,61.815,0,0.40%
28-Feb-14,61.795,62.105,62.14,61.755,0,-0.32%
27-Feb-14,61.995,61.995,61.995,61.995,0,0.02%
26-Feb-14,61.985,61.965,62.055,61.885,0,0.00%
25-Feb-14,61.985,61.985,62.05,61.86,0,-0.14%
24-Feb-14,62.075,62.105,62.16,61.945,0,-0.10%
21-Feb-14,62.14,62.19,62.19,62.055,0,-0.16%
20-Feb-14,62.24,62.38,62.45,62.213,0,0.00%
19-Feb-14,62.24,62.2,62.24,62.2,0,0.10%
18-Feb-14,62.18,62.02,62.31,61.96,0,0.54%
17-Feb-14,61.845,61.965,62.085,61.825,0,-0.02%
14-Feb-14,61.855,62.245,62.37,61.845,0,-0.91%
13-Feb-14,62.425,62.005,62.465,62.005,0,0.53%
12-Feb-14,62.095,62.105,62.185,62.045,0,-0.21%
11-Feb-14,62.225,62.355,62.455,62.19,0,-0.37%
10-Feb-14,62.455,62.375,62.505,62.09,0,0.24%
7-Feb-14,62.305,62.305,62.415,62.25,0,-0.12%
6-Feb-14,62.38,62.37,62.55,62.36,0,-0.35%
5-Feb-14,62.6,62.39,62.62,62.36,0,0.11%
4-Feb-14,62.53,62.655,62.835,62.487,0,-0.06%
3-Feb-14,62.565,62.705,62.79,62.555,0,-0.19%
31-Jan-14,62.685,62.405,62.755,62.355,0,0.19%
30-Jan-14,62.565,62.905,62.905,62.545,0,0.14%
29-Jan-14,62.475,62.345,62.59,62.115,0,-0.16%
28-Jan-14,62.575,63.195,63.195,62.515,0,-0.84%
27-Jan-14,63.105,62.885,63.325,62.655,0,0.65%
24-Jan-14,62.695,61.945,62.745,61.945,0,1.23%
23-Jan-14,61.933,61.815,62.05,61.815,0,0.18%
22-Jan-14,61.82,61.905,62.025,61.716,0,-0.11%
21-Jan-14,61.885,61.545,61.945,61.455,0,0.42%
20-Jan-14,61.625,61.675,61.675,61.53,0,0.13%
17-Jan-14,61.545,61.485,61.555,61.32,0,0.01%
16-Jan-14,61.54,61.655,61.71,61.51,0,-0.06%
15-Jan-14,61.58,61.67,61.72,61.43,0,0.15%
14-Jan-14,61.49,61.49,61.49,61.49,0,-0.06%
13-Jan-14,61.525,61.605,61.64,61.425,0,-0.62%
10-Jan-14,61.907,62.005,62.005,61.825,0,-0.30%
9-Jan-14,62.095,62.125,62.245,61.975,0,-0.11%
8-Jan-14,62.165,62.215,62.282,62.085,0,-0.22%
7-Jan-14,62.305,62.405,62.475,62.295,0,-0.02%
6-Jan-14,62.315,62.355,62.465,62.225,0,0.20%
3-Jan-14,62.19,62.347,62.565,62.155,0,-0.13%
2-Jan-14,62.27,61.892,62.415,61.755,0,0.58%
1-Jan-14,61.91,61.828,61.995,61.81,0,0.16%
31-Dec-13,61.81,61.802,62.015,61.718,0,-0.18%
30-Dec-13,61.92,61.998,62.17,61.779,0,-0.03%
27-Dec-13,61.94,62.145,62.175,61.845,0,-0.37%
26-Dec-13,62.17,61.78,62.17,61.77,0,0.60%
25-Dec-13,61.8,61.8,61.8,61.8,0,0.07%
24-Dec-13,61.755,61.79,61.975,61.714,0,-0.34%
23-Dec-13,61.963,62.108,62.15,61.79,0,-0.06%
20-Dec-13,62,62.415,62.465,61.93,0,-0.24%
19-Dec-13,62.15,62.01,62.49,62.01,0,0.08%
18-Dec-13,62.1,61.91,62.203,61.79,0,0.13%
17-Dec-13,62.02,61.69,62.04,61.69,0,0.45%
16-Dec-13,61.74,62.06,62.22,61.625,0,-0.73%
13-Dec-13,62.195,62.11,62.297,62.05,0,0.61%
12-Dec-13,61.82,61.61,61.94,61.431,0,0.92%
11-Dec-13,61.255,61.017,61.435,61.017,0,0.34%
10-Dec-13,61.05,60.99,61.305,60.949,0,-0.15%
9-Dec-13,61.14,60.84,61.22,60.84,0,-0.48%
6-Dec-13,61.435,61.645,61.727,61.273,0,-0.53%
5-Dec-13,61.763,61.96,61.96,61.534,0,-0.48%
4-Dec-13,62.06,62.38,62.543,61.912,0,-0.50%
